feature_type,dataset,difficulty,query type,alpha,diffusion scalar,distance metric,mAP,precision at 1,precision at 5,precision at 10
sift-10k,ox,E,expanded,1.0,,cosine,0.37288712099179133,0.4857142857142857,0.42,0.37714285714285717
sift-10k,ox,E,diffusion,,1.0,,0.3914661753368834,0.4714285714285714,0.4,0.37
sift-10k,ox,M,basic,,,euclidean,0.33291295214514166,0.5571428571428572,0.44285714285714284,0.40571428571428575
sift-10k,ox,M,expanded,0.25,,euclidean,0.3321821783033472,0.5571428571428572,0.44285714285714284,0.39571428571428574
sift-10k,ox,M,expanded,0.5,,euclidean,0.33003857669194714,0.5571428571428572,0.44285714285714284,0.3957142857142857
sift-10k,ox,M,expanded,0.75,,euclidean,0.3291896983372789,0.5571428571428572,0.44285714285714284,0.3957142857142857
sift-10k,ox,M,expanded,1.0,,euclidean,0.3280650049086025,0.5571428571428572,0.44285714285714284,0.39571428571428574
sift-10k,ox,M,basic,,,cosine,0.33291295214514166,0.5571428571428572,0.44285714285714284,0.40571428571428575
sift-10k,ox,M,expanded,0.25,,cosine,0.3321821783033472,0.5571428571428572,0.44285714285714284,0.39571428571428574
sift-10k,ox,M,expanded,0.5,,cosine,0.33003857669194714,0.5571428571428572,0.44285714285714284,0.3957142857142857
sift-10k,ox,M,expanded,0.75,,cosine,0.3291896983372789,0.5571428571428572,0.44285714285714284,0.3957142857142857
sift-10k,ox,M,expanded,1.0,,cosine,0.3280650049086025,0.5571428571428572,0.44285714285714284,0.39571428571428574
sift-10k,ox,M,diffusion,,10.0,,0.3419102735295633,0.5142857142857142,0.42857142857142855,0.3885714285714287
sift-10k,ox,H,basic,,,euclidean,0.3306963031041921,0.5142857142857142,0.38285714285714284,0.34142857142857147
sift-10k,ox,H,expanded,0.25,,euclidean,0.33202500145287345,0.5142857142857142,0.38285714285714284,0.34285714285714286
sift-10k,ox,H,expanded,0.5,,euclidean,0.33253449972114896,0.5142857142857142,0.38285714285714284,0.34857142857142853
sift-10k,ox,H,expanded,0.75,,euclidean,0.33206214898687597,0.5142857142857142,0.38285714285714284,0.3514285714285714
sift-10k,ox,H,expanded,1.0,,euclidean,0.3312118011007936,0.5142857142857142,0.38285714285714284,0.34714285714285714
sift-10k,ox,H,basic,,,cosine,0.3306963031041921,0.5142857142857142,0.38285714285714284,0.34142857142857147
sift-10k,ox,H,expanded,0.25,,cosine,0.33202500145287345,0.5142857142857142,0.38285714285714284,0.34285714285714286
sift-10k,ox,H,expanded,0.5,,cosine,0.33253449972114896,0.5142857142857142,0.38285714285714284,0.34857142857142853
sift-10k,ox,H,expanded,0.75,,cosine,0.33206214898687597,0.5142857142857142,0.38285714285714284,0.3514285714285714
sift-10k,ox,H,expanded,1.0,,cosine,0.3312118011007936,0.5142857142857142,0.38285714285714284,0.34714285714285714
sift-10k,ox,H,diffusion,,1.0,,0.32587815944919,0.4142857142857143,0.33428571428571424,0.2971428571428573
sift-10k,par,E,basic,,,euclidean,0.5606517889678478,0.8857142857142857,0.8628571428571429,0.8157142857142855
sift-10k,par,E,expanded,0.25,,euclidean,0.5704177269231455,0.8857142857142857,0.8628571428571429,0.8157142857142856
sift-10k,par,E,expanded,0.5,,euclidean,0.5741899358338401,0.8857142857142857,0.8628571428571429,0.81
sift-10k,par,E,expanded,0.75,,euclidean,0.5737069482036278,0.8857142857142857,0.8628571428571429,0.8057142857142858
sift-10k,par,E,expanded,1.0,,euclidean,0.5700269583410356,0.8857142857142857,0.8628571428571429,0.8085714285714286
sift-10k,par,E,basic,,,cosine,0.5606517889678478,0.8857142857142857,0.8628571428571429,0.8157142857142855
sift-10k,par,E,expanded,0.25,,cosine,0.5704177269231455,0.8857142857142857,0.8628571428571429,0.8157142857142856
sift-10k,par,E,expanded,0.5,,cosine,0.5741899358338401,0.8857142857142857,0.8628571428571429,0.81
sift-10k,par,E,expanded,0.75,,cosine,0.5737069482036278,0.8857142857142857,0.8628571428571429,0.8057142857142858
sift-10k,par,E,expanded,1.0,,cosine,0.5700269583410356,0.8857142857142857,0.8628571428571429,0.8085714285714286
sift-10k,par,E,diffusion,,1.0,,0.607712470897659,0.7857142857142857,0.7428571428571428,0.7314285714285714
sift-10k,par,M,basic,,,euclidean,0.4564431304022198,0.8857142857142857,0.8485714285714285,0.8257142857142856
sift-10k,par,M,expanded,0.25,,euclidean,0.4689924097602634,0.8857142857142857,0.8485714285714285,0.8214285714285714
sift-10k,par,M,expanded,0.5,,euclidean,0.4761676147316696,0.8857142857142857,0.8485714285714285,0.8114285714285715
sift-10k,par,M,expanded,0.75,,euclidean,0.4780299615035508,0.8857142857142857,0.8485714285714285,0.8114285714285715
sift-10k,par,M,expanded,1.0,,euclidean,0.4761302282408097,0.8857142857142857,0.8485714285714285,0.8085714285714286
sift-10k,par,M,basic,,,cosine,0.4564431304022198,0.8857142857142857,0.8485714285714285,0.8257142857142856
sift-10k,par,M,expanded,0.25,,cosine,0.4689924097602634,0.8857142857142857,0.8485714285714285,0.8214285714285714
sift-10k,par,M,expanded,0.5,,cosine,0.4761676147316696,0.8857142857142857,0.8485714285714285,0.8114285714285715
sift-10k,par,M,expanded,0.75,,cosine,0.4780299615035508,0.8857142857142857,0.8485714285714285,0.8114285714285715
sift-10k,par,M,expanded,1.0,,cosine,0.4761302282408097,0.8857142857142857,0.8485714285714285,0.8085714285714286
sift-10k,par,M,diffusion,,10.0,,0.4985537367855771,0.7714285714285715,0.7171428571428572,0.6942857142857143
sift-10k,par,H,basic,,,euclidean,0.36862709110440295,0.6428571428571429,0.6485714285714286,0.6314285714285716
sift-10k,par,H,expanded,0.25,,euclidean,0.3736767227924132,0.6428571428571429,0.6485714285714286,0.6142857142857144
sift-10k,par,H,expanded,0.5,,euclidean,0.37701734958228855,0.6428571428571429,0.6485714285714286,0.6114285714285715
sift-10k,par,H,expanded,0.75,,euclidean,0.37778880599723313,0.6428571428571429,0.6485714285714286,0.6114285714285714
sift-10k,par,H,expanded,1.0,,euclidean,0.3770889983609384,0.6428571428571429,0.6485714285714286,0.6114285714285715
sift-10k,par,H,basic,,,cosine,0.36862709110440295,0.6428571428571429,0.6485714285714286,0.6314285714285716
sift-10k,par,H,expanded,0.25,,cosine,0.3736767227924132,0.6428571428571429,0.6485714285714286,0.6142857142857144
sift-10k,par,H,expanded,0.5,,cosine,0.37701734958228855,0.6428571428571429,0.6485714285714286,0.6114285714285715
sift-10k,par,H,expanded,0.75,,cosine,0.37778880599723313,0.6428571428571429,0.6485714285714286,0.6114285714285714
sift-10k,par,H,expanded,1.0,,cosine,0.3770889983609384,0.6428571428571429,0.6485714285714286,0.6114285714285715
sift-10k,par,H,diffusion,,10.0,,0.4256759745298616,0.6142857142857143,0.6142857142857143,0.6142857142857142
sift-1k,ox,E,basic,,,euclidean,0.28832531270487727,0.4142857142857143,0.31142857142857144,0.2757142857142858
sift-1k,ox,E,expanded,0.25,,euclidean,0.2870608055086228,0.4142857142857143,0.31142857142857144,0.2700000000000001
sift-1k,ox,E,expanded,0.5,,euclidean,0.28645022104926454,0.4142857142857143,0.31142857142857144,0.2742857142857143
sift-1k,ox,E,expanded,0.75,,euclidean,0.28617658612521124,0.4142857142857143,0.31142857142857144,0.27142857142857146
sift-1k,ox,E,expanded,1.0,,euclidean,0.28532232456197826,0.4142857142857143,0.31142857142857144,0.2742857142857143
sift-1k,ox,E,basic,,,cosine,0.28832531270487727,0.4142857142857143,0.31142857142857144,0.2757142857142858
sift-1k,ox,E,expanded,0.25,,cosine,0.2870608055086228,0.4142857142857143,0.31142857142857144,0.2700000000000001
sift-1k,ox,E,expanded,0.5,,cosine,0.28645022104926454,0.4142857142857143,0.31142857142857144,0.2742857142857143
sift-1k,ox,E,expanded,0.75,,cosine,0.28617658612521124,0.4142857142857143,0.31142857142857144,0.27142857142857146
sift-1k,ox,E,expanded,1.0,,cosine,0.28532232456197826,0.4142857142857143,0.31142857142857144,0.2742857142857143
sift-1k,ox,E,diffusion,,1.0,,0.2914533586047136,0.44285714285714284,0.30857142857142855,0.28285714285714286
sift-1k,ox,M,basic,,,euclidean,0.3216001053418947,0.5285714285714286,0.42,0.3828571428571429
sift-1k,ox,M,expanded,0.25,,euclidean,0.3221707496172228,0.5285714285714286,0.42,0.3757142857142858
sift-1k,ox,M,expanded,0.5,,euclidean,0.32370891783995603,0.5285714285714286,0.42,0.3757142857142858
sift-1k,ox,M,expanded,0.75,,euclidean,0.3238649182670303,0.5285714285714286,0.42,0.3728571428571429
sift-1k,ox,M,expanded,1.0,,euclidean,0.3231281044705659,0.5285714285714286,0.42,0.36571428571428577
sift-1k,ox,M,basic,,,cosine,0.3216001053418947,0.5285714285714286,0.42,0.3828571428571429
sift-1k,ox,M,expanded,0.25,,cosine,0.3221707496172228,0.5285714285714286,0.42,0.3757142857142858
sift-1k,ox,M,expanded,0.5,,cosine,0.32370891783995603,0.5285714285714286,0.42,0.3757142857142858
sift-1k,ox,M,expanded,0.75,,cosine,0.3238649182670303,0.5285714285714286,0.42,0.3728571428571429
sift-1k,ox,M,expanded,1.0,,cosine,0.3231281044705659,0.5285714285714286,0.42,0.36571428571428577
sift-1k,ox,M,diffusion,,1.0,,0.3122782127368377,0.45714285714285713,0.42,0.3928571428571429
sift-1k,ox,H,basic,,,euclidean,0.25945392406763607,0.34285714285714286,0.3057142857142857,0.2685714285714286
sift-1k,ox,H,expanded,0.25,,euclidean,0.2596630236129462,0.34285714285714286,0.3057142857142857,0.27285714285714285
sift-1k,ox,H,expanded,0.5,,euclidean,0.26063976476303535,0.34285714285714286,0.3057142857142857,0.2685714285714286
sift-1k,ox,H,expanded,0.75,,euclidean,0.2611748288344498,0.34285714285714286,0.3057142857142857,0.2671428571428572
sift-1k,ox,H,expanded,1.0,,euclidean,0.2623113011688585,0.34285714285714286,0.3057142857142857,0.2671428571428572
sift-1k,ox,H,basic,,,cosine,0.25945392406763607,0.34285714285714286,0.3057142857142857,0.2685714285714286
sift-1k,ox,H,expanded,0.25,,cosine,0.2596630236129462,0.34285714285714286,0.3057142857142857,0.27285714285714285
sift-1k,ox,H,expanded,0.5,,cosine,0.26063976476303535,0.34285714285714286,0.3057142857142857,0.2685714285714286
sift-1k,ox,H,expanded,0.75,,cosine,0.2611748288344498,0.34285714285714286,0.3057142857142857,0.2671428571428572
sift-1k,ox,H,expanded,1.0,,cosine,0.2623113011688585,0.34285714285714286,0.3057142857142857,0.2671428571428572
sift-1k,ox,H,diffusion,,1.0,,0.17269281376538195,0.22857142857142856,0.2457142857142857,0.23285714285714287
sift-1k,par,E,basic,,,euclidean,0.4392747168113277,0.8714285714285714,0.7828571428571428,0.7400000000000001
sift-1k,par,E,expanded,0.25,,euclidean,0.44687021438985775,0.8714285714285714,0.7828571428571428,0.7342857142857143
sift-1k,par,E,expanded,0.5,,euclidean,0.4507794869940058,0.8714285714285714,0.7828571428571428,0.7342857142857143
sift-1k,par,E,expanded,0.75,,euclidean,0.45107872468086213,0.8714285714285714,0.7828571428571428,0.7328571428571428
sift-1k,par,E,expanded,1.0,,euclidean,0.44795750103660736,0.8714285714285714,0.7828571428571428,0.7314285714285712
sift-1k,par,E,basic,,,cosine,0.4392747168113277,0.8714285714285714,0.7828571428571428,0.7400000000000001
sift-1k,par,E,expanded,0.25,,cosine,0.44687021438985775,0.8714285714285714,0.7828571428571428,0.7342857142857143
sift-1k,par,E,expanded,0.5,,cosine,0.4507794869940058,0.8714285714285714,0.7828571428571428,0.7342857142857143
sift-1k,par,E,expanded,0.75,,cosine,0.45107872468086213,0.8714285714285714,0.7828571428571428,0.7328571428571428
sift-1k,par,E,expanded,1.0,,cosine,0.44795750103660736,0.8714285714285714,0.7828571428571428,0.7314285714285712
sift-1k,par,E,diffusion,,1.0,,0.42917433850864634,0.6857142857142857,0.6428571428571429,0.6214285714285714
sift-1k,par,M,basic,,,euclidean,0.40928932596156,0.9285714285714286,0.8342857142857143,0.7942857142857143
sift-1k,par,M,expanded,0.25,,euclidean,0.4171292718121668,0.9285714285714286,0.8342857142857143,0.7871428571428571
sift-1k,par,M,expanded,0.5,,euclidean,0.4208472010559209,0.9285714285714286,0.8342857142857143,0.7885714285714286
sift-1k,par,M,expanded,0.75,,euclidean,0.4207868769483419,0.9285714285714286,0.8342857142857143,0.7785714285714287
sift-1k,par,M,expanded,1.0,,euclidean,0.41801523987925954,0.9285714285714286,0.8342857142857143,0.7771428571428572
sift-1k,par,M,basic,,,cosine,0.40928932596156,0.9285714285714286,0.8342857142857143,0.7942857142857143
sift-1k,par,M,expanded,0.25,,cosine,0.4171292718121668,0.9285714285714286,0.8342857142857143,0.7871428571428571
sift-1k,par,M,expanded,0.5,,cosine,0.4208472010559209,0.9285714285714286,0.8342857142857143,0.7885714285714286
sift-1k,par,M,expanded,0.75,,cosine,0.4207868769483419,0.9285714285714286,0.8342857142857143,0.7785714285714287
sift-1k,par,M,expanded,1.0,,cosine,0.41801523987925954,0.9285714285714286,0.8342857142857143,0.7771428571428572
sift-1k,par,M,diffusion,,1.0,,0.3992186166472579,0.6714285714285714,0.6314285714285716,0.61
sift-1k,par,H,basic,,,euclidean,0.3300531192933503,0.6857142857142857,0.6085714285714285,0.5742857142857142
sift-1k,par,H,expanded,0.25,,euclidean,0.3359772278847735,0.6857142857142857,0.6085714285714285,0.5814285714285714
sift-1k,par,H,expanded,0.5,,euclidean,0.33970382616225264,0.6857142857142857,0.6085714285714285,0.5771428571428571
sift-1k,par,H,expanded,0.75,,euclidean,0.3413652256527248,0.6857142857142857,0.6085714285714285,0.5771428571428572
sift-1k,par,H,expanded,1.0,,euclidean,0.3412605631700146,0.6857142857142857,0.6085714285714285,0.5785714285714286
sift-1k,par,H,basic,,,cosine,0.3300531192933503,0.6857142857142857,0.6085714285714285,0.5742857142857142
sift-1k,par,H,expanded,0.25,,cosine,0.3359772278847735,0.6857142857142857,0.6085714285714285,0.5814285714285714
sift-1k,par,H,expanded,0.5,,cosine,0.33970382616225264,0.6857142857142857,0.6085714285714285,0.5771428571428571
sift-1k,par,H,expanded,0.75,,cosine,0.3413652256527248,0.6857142857142857,0.6085714285714285,0.5771428571428572
sift-1k,par,H,expanded,1.0,,cosine,0.3412605631700146,0.6857142857142857,0.6085714285714285,0.5785714285714286
sift-1k,par,H,diffusion,,1.0,,0.3471477206206847,0.5571428571428572,0.5685714285714286,0.5457142857142856
